title,url,summary,datetime
Bronzegrüner Rosenkäfer,https://de.wikipedia.org/wiki/Bronzegr%C3%BCner_Rosenk%C3%A4fer,"Der Bronzegrüne Rosenkäfer, auch Marmorierter Rosenkäfer, , Syn.: Liocola lugubris, Protaetia marmorata ) ist ein Käfer aus der Familie der Blatthornkäfer  und der Unterfamilie Rosenkäfer . Die Gattung Protaetia ist in Europa durch fünf Untergattungen vertreten, der Bronzegrüne Rosenkäfer gehört zur Untergattung Liocola. Der Käfer wird in der Roten Liste gefährdeter Tiere Deutschlands unter der Kategorie 2  geführt, ebenso in Nordrhein-Westfalen und Bayern. In Sachsen, Thüringen und Brandenburg wird die Art als gefährdet eingestuft. In Schleswig-Holstein gilt sie als verschollen oder ausgestorben. Der Artname lūgubris  bezieht sich wie der deutsche Namensteil „bronzegrün“ auf die Grundfarbe des Käfers, die gewöhnlich dunkler ist als beim häufigeren Goldglänzenden Rosenkäfer. Der Namensteil „marmoriert“ ist die Übersetzung von lat. „marmorata“ und beschreibt die weiße Zeichnung. Den Käfer findet man nur ausnahmsweise in Rosen.",2017-07-28 00:24:27
Miloš Jirovský,https://de.wikipedia.org/wiki/Milo%C5%A1_Jirovsk%C3%BD,"Miloš Jirovský  ist ein tschechischer Schachspieler. 1995 gewann er ein Open in Děčín. In Imperia wurde er beim 43. Festival 2001 und beim 44. Festival 2002 jeweils geteilter Erster. Bei der tschechischen Einzelmeisterschaft 2002 in Ostrava wurde er Dritter, die Meisterschaft 2003 in Luhačovice gewann er vor Zbyněk Hráček und Jiří Štoček. Er nahm mit der tschechoslowakischen Nationalmannschaft am Mitropa-Cup 1991 teil sowie mit der tschechischen Nationalmannschaft an den Mitropa-Cups 1995 und 1999. Für Tschechien spielte er auch bei der Mannschaftseuropameisterschaft 2003. In Deutschland spielte er in der Saison 2002/03 in der 1. Bundesliga und ansonsten in der 2. Liga Ost für den SC Forchheim, von dem er zum SC Bann wechselte, mit dem er in der Saison 2006/07 in der 1. Bundesliga spielte. In der Saison 2010/11 sollte er für den SC Bad Königshofen in der 2. Liga Ost spielen, die Mannschaft zog sich jedoch noch vor Saisonbeginn vom Spielbetrieb zurück. In der kommenden Saison spielte er für Königshofen in der Oberliga Bayern. Seit der Saison 2013/14 spielt er für den Schachclub Forchheim in der 2. Liga Ost. In der tschechischen Extraliga spielte er von 1992 bis 1996, in der Saison 2000/01 und von 2002 bis 2004 für den ŠK Lokomotiva Kolín, von 1996 bis 2000 für den ŠK Dům armády Prag, in der Saison 2001/02 und von 2004 bis 2011 für den ŠK Mahrla Prag, seit 2011 spielt er für den ŠK Rapid Pardubice. Jirovský wurde 1997, 1999 und 2009 tschechischer Mannschaftsmeister. In der slowakischen Extraliga spielte er in der Saison 1995/96 für die zweite Mannschaft des ŠK Gemer Rimavská Sobota. Seit August 2003 trägt er den Titel Schachgroßmeister. Die notwendigen Normen hierfür erzielte er 1999 beim Komerční Banka Open in Pardubice, in der deutschen Schachbundesliga 2002/03 und bei der tschechischen Einzelmeisterschaft 2003 in Luhačovice. Seine Elo-Zahl beträgt 2456 , die bisher höchste Elo-Zahl lag bei 2526 im Januar 2004.",2017-07-28 00:24:39
Stephan I. (Champagne),https://de.wikipedia.org/wiki/Stephan_I._(Champagne),"Stephan I.  war ein Graf von Meaux und Troyes . Er war der einzige Sohn des Grafen Heribert des Jüngeren  und dessen unbekannter Frau. Über Stephans Regentschaft ist kaum etwas bekannt. Sein Name und der seiner Frau Ala/Alix werden lediglich mit der durch Erzbischof Sewin von Sens vorgenommene Segnung der Reliquien des Heiligen Ayoul in Verbindung gebracht, dessen Gebeine in Provins 996 geborgen wurden. Ein weiteres Mal wird er während einer Schenkung König Roberts II. an die Abtei Lagny 1019 genannt. In einem Brief derselben Abtei an Erzbischof Léotheric von Sens aus dem Jahr 1021 ist Stephans Todestag überliefert. Sein Cousin Graf Odo II. von Blois kämpfte erfolgreich um Stephans Erbe gegen den König.",2017-07-28 00:25:32
Anti-Vibration Compound,https://de.wikipedia.org/wiki/Anti-Vibration_Compound,"Anti-Vibration Compound ist eine temperaturbeständige Mischung aus einer Flüssigkeit mit körnigen Feststoffen. Sie wird verwendet, um hochfrequente Schwingungen zu vermindern, wie z. B. in Kalanderwalzen von Papiermaschinen. Das Auftreten von derartigen Schwingungen verringert die Leistung eines Kalanders oder sogar der gesamten Papiermaschine. Die Ursachen dafür sind z. B. Dickenprofilschwankungen der Papierbahn in Maschinenrichtung, Lagerschäden, fehlerhafte Ausrichtung der Antriebswellen. Das Anti-Vibrations Compound wird in die vergrößerte Zentralbohrung der Walze gefüllt. Die Schwingungen manifestieren sich in hochfrequenten periodischen Bewegungen des Walzenkörpers mit Amplituden von weniger als einem bis zu mehreren µm. Sie werden von der Walzenstruktur auf die inkompressible Flüssigkeitskomponente übertragen. Aufgrund der geringeren Beweglichkeit der festen Komponenten wegen ihrer Massenträgheit führt die Flüssigkeit erzwungene oszillierende Bewegungen um diese aus. Durch kleinste Verwirbelungen wird dabei die Bewegungsenergie in Reibungswärme umgewandelt und die Schwingung gedämpft. Erreicht wird ein ruhigerer Lauf der Kalanderwalzen und damit höhere Betriebsgeschwindigkeiten. Die Nachschleifintervalle der polymeren Bezüge verlängern sich aufgrund der geringeren Neigung zur Barringbildung. Andere Anwendungen von Anti-Vibration Compound sind die Befüllung von geschweißten Maschinenbetten oder die Beruhigung von Messarmen in Messmaschinen. Für die Anwendung von Anti-Vibration Compound in Kalanderwalzen wurde ein deutsches Patent erteilt . Patentinhaber sind die SHW Casting Technologies GmbH und die MFS Maschinenfabrik GmbH.",2017-07-28 00:25:44
Clifton Sprague,https://de.wikipedia.org/wiki/Clifton_Sprague,"Clifton Albert Frederick  Sprague  war ein US-amerikanischer Marineoffizier zur Zeit des Zweiten Weltkrieges. Sprague wurde in Dorchester geboren und besuchte die Boston Latin School sowie später die United States Naval Academy. Nachdem er die Akademie abgeschlossen hatte, schloss sich Sprague den Marinefliegern an. Während des Angriffs auf Pearl Harbor im Dezember 1941 kommandierte er das Schiff USS Tangier. Später war er Kapitän des Flugzeugträgers USS Wasp. Am bekanntesten ist jedoch sein Einsatz während der Schlacht um Leyte. Sprague war Kommandeur eines Geleitträgerverbandes , der die Landung unterstützte. Während des Einsatzes traf seine Gruppe ohne Vorahnung auf die japanische Hauptstreitmacht mit mehreren Schlachtschiffen und Kreuzern. Obwohl er nur über wenige Begleitzerstörer verfügte, griff er zusammen mit der Gruppe Taffy 2 mit seinen Flugzeugen die feindliche Flotte an. Es gelang ihnen, die Japaner zu verwirren und auseinanderzutreiben. Die Flotte zerstreute sich schließlich. Für seinen Einsatz, seinen Mut und seine Führungsqualitäten während des Kampfes bekam Sprague das Navy Cross verliehen. Nach dem Krieg war er für einen Marinedistrikt zuständig und starb 1955 an einer Herzkrankheit. Ein Schiff der Oliver-Hazard-Perry-Klasse, die USS Clifton Sprague  wurde nach ihm benannt.",2017-07-28 00:26:24
Munttoren,https://de.wikipedia.org/wiki/Munttoren,"Die Munttoren oder de Munt  ist ein Turm im Zentrum von Amsterdam. Dieser ist ein Teil des ehemaligen Stadttores Regulierspoort, das zur ehemaligen Stadtmauer gehörte. Es gab ursprünglich zwei Türme und ein Wachhaus, die zwischen 1480 und 1487 gebaut worden waren. 1618 brannten beide Türme ab, danach baute man nur den westlichen Turm wieder auf. Der Turmstumpf erhielt 1619–1620 einen achteckigen Aufbau mit einer offenen Turmhaube, nach einem Entwurf von Hendrick de Keyser, vier Zifferblätter und ein Glockenspiel. Das Glockenspiel wurde um 1650 von den Gebrüdern Hemony gegossen. 1873 wurden die Glocken als Alteisen verkauft, sie sind heute im Amsterdamer Historischen Museum zu besichtigen. Zurzeit besteht das Glockenspiel aus 38 Glocken, elf mehr als ursprünglich. Jede Viertelstunde betätigt ein mechanisches Spielwerk die Glocken, und zur halben und vollen Stunde schlagen die Glocken die Uhrzeit. Jeden Samstag von 14 bis 15 Uhr gibt Stadtglockenspieler Gideon Bodden ein Konzert. Der Name des Turms verweist darauf, dass im 17. Jahrhundert hier Münzen geschlagen wurden. Der Turm bekam im niederländischen Schicksalsjahr  1672 seinen heutigen Namen, als Amsterdam ein zeitliches Recht zum Münzschlagen bekam. Zu jener Zeit waren große Teile der Niederlande von Frankreich besetzt, und es war nicht möglich, Gold und Silber zu den Münzen in Dordrecht und Enkhuizen zu transportieren. Die Münzen wurden im Wachhaus geprägt. Das Wachhaus, das den Brand von 1618 überstanden hatte, wurde im 19. Jahrhundert abgerissen und durch das heutige Gebäude ersetzt. Es wurde im Neorenaissance-Stil gebaut. Bei einem Umbau während der Jahre 1938 und 1939 wurde im Erdgeschoss ein Durchgang angelegt. Der Turm steht auf dem Muntplein, einer sehr verkehrsreichen Kreuzung am Anfang der Kalverstraat und des Rokin und am Ende des Blumenmarktes  am Singel. Der Muntplein ist eigentlich eine breite Brücke, dort wo der Singel in die Amstel mündet. Es ist die breiteste Brücke in der Amsterdamer Innenstadt und die Nummer eins im Amsterdamer Brückenverzeichnis. Wegen des Baus der neuen Nord-Süd-Linie der U-Bahn müssen die Fundamente des Turms verstärkt werden, da sonst die Gefahr besteht, dass er absackt.  ",2017-07-28 00:26:52
Banjo-Kazooie,https://de.wikipedia.org/wiki/Banjo-Kazooie,"Banjo-Kazooie ist ein erfolgreiches Videospiel für das Nintendo 64  aus dem Genre der dreidimensionalen Jump ’n’ Runs. Das Spiel wurde vom britischen Entwicklerstudio Rare, damals ein Zweithersteller für Nintendo, entwickelt und im Frühjahr 1998 von Nintendo veröffentlicht. Der Spieler steuert den anthropomorphen Bären Banjo, der seine kleine Schwester Tooty aus dem Gewahrsam einer Hexe befreien muss. Begleitet wird er dabei von Kazooie, einer roten Vogeldame, die stets in Banjos Rucksack verweilt. Das Spiel verkaufte sich über zwei Millionen Mal. Es gilt neben GoldenEye 007, Perfect Dark und Conker’s Bad Fur Day als das beste von Rare entwickelte Spiel für das Nintendo 64. Ihm werden viele Ähnlichkeiten zum früher entstandenen genreverwandten Titel Super Mario 64 zugesprochen. Banjo-Kazooie hat in Banjo-Tooie einen direkten Nachfolger für das Nintendo 64 und mit Banjo-Kazooie: Grunty’s Rache und dem Rennspiel Banjo-Pilot zwei Franchise-Ableger für den Game Boy Advance. Am 14. November 2008 erschien für die Konsole Xbox 360 der dritte Teil der Hauptreihe. Banjo steht im ebenfalls von Rare entwickelten Spiel Diddy Kong Racing als einer der Fahrer zur Auswahl.",2017-07-28 00:27:09
Ali Mohamed Al-Zankawi,https://de.wikipedia.org/wiki/Ali_Mohamed_Al-Zankawi,"Ali Mohamed Al-Zankawi  ist ein kuwaitischer Hammerwerfer. 2002 gewann er Silber bei den Leichtathletik-Juniorenweltmeisterschaften 2002 und wurde Sechster bei den Leichtathletik-Asienmeisterschaften. 2003 siegte er bei den Asienmeisterschaften. Bei den Olympischen Spielen 2004 in Athen schied er in der Qualifikation aus. 2005 kam er bei den Leichtathletik-Weltmeisterschaften in Helsinki nicht über die erste Runde hinaus und verteidigte seinen Titel bei den Asienmeisterschaften. Bei den Asienspielen 2006 in Doha holte er Silber. 2007 siegte er zum dritten mal in Folge bei den Asienmeisterschaften und wurde Zwölfter bei den WM in Ōsaka. 2008 scheiterte er bei den Olympischen Spielen in Peking in der Qualifikation und wurde Fünfter im Leichtathletik-Weltfinale. 2009 schied er bei den WM in Berlin in der ersten Runde aus, wurde Achter im Weltfinale und holte Silber bei den Asienmeisterschaften. 2010 wurde er Dritter beim Leichtathletik-Continentalcup in Split und Vierter bei den Asienspielen in Guangzhou. 2011 folgte dem vierten Sieg bei den Asienmeisterschaften ein weiteres Vorrundenaus bei den WM in Daegu. Bei seiner dritten Olympiateilnahme kam er den 2012 in London erneut nicht über die Qualifikation hinaus. Bei den Asienmeisterschaften 2013 gewann er mit Silber seine sechste Medaille. 2014 wurde er Fünfter beim Continentalcup in Marrakesch und Vierter bei den Asienspielen in Incheon. Am 2. September 2009 stellte er in Celje mit 79,74 m den aktuellen kuwaitischen Rekord auf.",2017-07-28 00:27:11
Brandwache,https://de.wikipedia.org/wiki/Brandwache,"Die Brandwache ist ein Bereitschaftsdienst der Feuerwehr nach dem eigentlichen Löschen eines Feuers bzw. dem Abschluss der Nachlöscharbeiten, um bei einem möglichen erneuten Aufflammen des Brandes schnell eingreifen zu können. Eine Brandwache ist immer dann durch die Feuerwehr zu stellen, wenn ein Wiederaufflammen des Feuers nicht ausgeschlossen werden kann. Über das Aufstellen einer Brandwache entscheidet der Einsatzleiter, sie ist Bestandteil des Feuerwehreinsatzes. Ein erneutes Aufflammen wird vor allem durch Glutnester hervorgerufen, die sich im Inneren des Brandguts wie beispielsweise einem Strohhaufen oder dickeren Holzbalken halten. Durch die Materialbeschaffenheit dringt das Löschwasser oft nicht tief genug in das Brandgut ein. Die hier befindlichen Glutnester breiten sich dann im Laufe der Zeit oft als Schwelbrand unbemerkt wieder aus, bis sich an der Oberfläche des Brandguts und entsprechender Sauerstoffzufuhr erneut offene Flammen bilden. Auch Witterungsverhältnisse wie große Hitze oder aufkommender Wind können zu einem Wiederaufflammen führen oder dieses zumindest beeinflussen. Eine Brandwache kann abhängig von der Größe des vorhergehenden Brandes, des vorhandenen Brandguts und der Witterung über einen Zeitraum von mehreren Stunden bis hin zu mehreren Tagen notwendig sein. Als Brandwache wurden vor allem in Kriegszeiten auch Beobachtungsposten bezeichnet, welche im Falle eines durch Bomben hervorgerufenen Feuers in dem ihnen zugewiesenen Gebiet schnell Alarm schlagen sollten, um einen größeren Schaden zu verhindern. Brandwachen wurden vor allem an wichtigen Verkehrsknotenpunkten  sowie Gewerbe- und Industrieanlagen  eingerichtet, deren Verlust oder Beschädigung durch Feuer schwere Folgen für die Infrastruktur, die öffentliche Ordnung oder das Militär gehabt hätten. Geschützt wurden die Beobachtungsposten oftmals durch Splitterschutzzellen, welche bei entsprechender Nutzung selbst ebenfalls als Brandwache bezeichnet werden. In der Schweiz wird ein ständig besetztes Feuerwehrhaus als Brandwache bezeichnet.",2017-07-28 00:27:36
American Beauty (Rose),https://de.wikipedia.org/wiki/American_Beauty_(Rose),"Die Rose American Beauty, in Deutschland als Mme Ferdinand Jamin bekannt, ist eine Remontant-Rosensorte. Sie wurde um 1875 von Henri Lédéchaux  gezüchtet. Die bis zu 11 cm große, karminrote bis rosa Blüte sitzt auf langen, geraden Stielen und duftet intensiv. Der stark bewehrte Strauch trägt dunkelgrüne Blätter und wächst bis zu 2 m hoch. 'American Beauty' remontiert schwach und ist winterhart bis −29 °C . Die Rosensorte ist anfällig für Pilzkrankheiten wie Rosenrost, Mehltau und Sternrußtau. 1882 brachte man diese Rose in die Baumschule von Anthony Cook in Baltimore, wo George Bancroft, ein Politiker und Rosenfreund, wahrscheinlich auf sie aufmerksam wurde. George Field entdeckte die unbenannte Sorte in der Rosensammlung Bancrofts in Newport, Rhode Island. Die Rose wurde daraufhin von Field Brothers kultiviert und 1886 unter dem von Bancroft gewählten patriotischen Namen „American Beauty“ als neue Rosensorte verbreitet. Der deutsche Rosenexperte Friedrich Hans bewies bald, dass es sich um ‘Mme Ferdinand Jamin’ handelte. 'American Beauty' blieb in den USA als Schnittrose über ein Vierteljahrhundert sehr beliebt und wurde zur offiziellen Blume des Districts of Columbia erhoben. Zu größerer Bekanntheit gelangte die Pflanze, als sie im nach ihr benannten Kinofilm American Beauty  mehrere Male in Erscheinung trat.",2017-07-28 00:28:02
Jonathan Chace,https://de.wikipedia.org/wiki/Jonathan_Chace,"Jonathan Chace  war ein US-amerikanischer Politiker , der den Bundesstaat Rhode Island in beiden Kammern des US-Kongresses vertrat. Nach dem Schulbesuch zog Jonathan Chace nach Central Falls in Rhode Island, wo er sich in der Baumwollindustrie betätigte. Sein erstes politisches Mandat übernahm er zwischen 1876 und 1877 als Mitglied des Senats von Rhode Island. Im Jahr 1880 wurde er dann ins US-Repräsentantenhaus gewählt, dem er vom 4. März 1881 bis zu seiner Mandatsniederlegung am 26. Januar 1885 angehörte. Nach dem Tod von US-Senator Henry B. Anthony am 2. September 1884 wurde zunächst William Paine Sheffield zu dessen kommissarischem Nachfolger ernannt. Die Nachwahl entschied dann Chace für sich, sodass er im Januar 1885 in den Senat einziehen konnte. Dort verblieb er bis zu seinem Rücktritt am 9. April 1889. Während dieser Zeit war er unter anderem Vorsitzender des Ausschusses für den Öffentlichen Dienst . Chace zog sich danach aus der Politik zurück und fungierte in der Folge als Präsident der Phoenix National Bank in Providence; überdies war er an zahlreichen weiteren Geschäften beteiligt. Er war seit 1854 mit Jane C. Moon verheiratet, mit der er drei Kinder hatte. Jonathan Chace war der Neffe der Abolitionistin Elizabeth Buffum Chace und selber auch zeitweise in der Underground Railroad aktiv.",2017-07-28 00:28:28
Stimmung (Musik),https://de.wikipedia.org/wiki/Stimmung_(Musik),"Unter Stimmung versteht man in der Musik die Festlegung der Tonhöhen  von Schallquellen, insbesondere von Musikinstrumenten. In der Praxis genügt hierzu oft  die Festlegung der absoluten Tonhöhe durch Abgleich mit einer Normfrequenz . Vor allem bei Saiten- und Tasteninstrumenten müssen außerdem die Frequenzverhältnisse der Saiten oder der einzelnen Töne untereinander eingestellt werden. Die meisten Streichinstrumente, etwa die Violine, können innerhalb eines weiten Bereichs grundsätzlich jede beliebige Tonhöhe erzeugen, insbesondere z. B. jedes Intervall rein spielen. Dagegen müssen bei Tasteninstrumenten die zwölf Halbtöne pro Oktave fest eingestellt werden. Beim Versuch, dies ausschließlich mit reinen Intervallen zu erreichen, kommt es unvermeidlich zu Unreinheiten beim Übergang zu anderen Tonarten des Quintenzirkels . Dieses Problem hat im Verlauf der Geschichte zu zahlreichen Lösungsversuchen in Form unterschiedlicher Stimmungssysteme geführt, von denen sich heute allgemein die gleichstufige Stimmung durchgesetzt hat. Viele Blasinstrumente können nicht alle verwendbaren Tonstufen  innerhalb der Oktave gleichmäßig leicht und rein erzeugen, sondern haben bevorzugte diatonische Tonleitern. Auch dies wird meist einfach als die „Stimmung“ des Instruments bezeichnet, bei Blechblasinstrumenten manchmal genauer als Grundstimmung. Der oben genannte genaue Abgleich des Instruments auf einen Stimmton, z. B. den Kammerton, ist für das Zusammenspiel mit anderen Instrumenten außerdem nötig.",2017-07-28 00:28:57
Eric J. Nestler,https://de.wikipedia.org/wiki/Eric_J._Nestler,"Eric Jonathan Nestler  ist ein Neurowissenschaftler, Pharmakologe und Psychiater. Er ist Dekan für akademische und wissenschaftliche Angelegenheiten an der Mount Sinai School of Medicine in New York City und Direktor des dortigen Friedman Brain Institute. Nestler erwarb an der Yale University in New Haven, Connecticut, einen Ph.D. und einen M.D., letzteren als Abschluss des Medizinstudiums. Seine Facharztausbildung zum Psychiater und Pharmakologen absolvierte er am McLean Hospital in Belmont  und den Krankenhäusern der Yale University. Bevor er an die Mount Sinai School of Medicine ging, war er von 1987 bis 2000 Professor an der Yale University und von 2000 bis 2008 am University of Texas Southwestern Medical Center in Dallas, Texas. Nestler befasst sich mit den molekularen Grundlagen von Abhängigkeit und Depression. Anhand von Tiermodellen identifiziert er Mechanismen, über die der Gebrauch abhängigmachender Substanzen oder Stress  das Gehirn verändern und zu Symptomen der Abhängigkeit und Depression führen. Hauptaugenmerk liegt dabei auf den Änderungen der Transkription, Genexpression und Chromatinstruktur  in den Belohnungsstrukturen des Gehirns, wie dem mesolimbischen System. Eric Nestler ist seit 1998 Mitglied des Institute of Medicine, seit 2003 Fellow der American Association for the Advancement of Science und seit 2005 Mitglied der American Academy of Arts and Sciences. Er erhielt 1998 den Pasarow Foundation Award for Neuropsychiatric Research, 2004 einen Bristol-Myers Squibb Award, 2008 den Neuronal Plasticity Prize der Fondation Ipsen,  2010 den Sarnat-Preis der National Academy of Medicine und für 2010/2011 den Anna-Monika Prize der Anna-Monika-Stiftung. 2011 wurde er Ehrendoktor der Universität Uppsala in Schweden.",2017-07-28 00:29:02
Alexander G. Cattell,https://de.wikipedia.org/wiki/Alexander_G._Cattell,"Alexander Gilmore Cattell  war ein US-amerikanischer Politiker , der den Bundesstaat New Jersey im US-Senat vertrat. Nach dem Abschluss seiner akademischen Ausbildung war Alexander Cattell bis 1846 als Kaufmann in seiner Heimatstadt Salem tätig. 1840 übernahm er als Abgeordneter in der New Jersey General Assembly sein erstes politisches Mandat; von 1842 bis 1844 war er als Verwaltungsbeamter  im Parlament beschäftigt. 1844 nahm er am Verfassungskonvent von New Jersey teil. Im Jahr 1846 verließ Cattell New Jersey und ließ sich in Pennsylvania nieder. Er wurde Geschäftsmann und Bankier in Philadelphia; außerdem ging er dort als Mitglied des Stadtrats zwischen 1848 und 1854 wiederum einer politischen Tätigkeit nach. Er half beim Aufbau der Corn Exchange Bank und fungierte von 1858 bis 1871 als deren Präsident. Cattell kehrte 1863 nach New Jersey zurück, wo er in Merchantville lebte. Drei Jahre später, am 19. September 1866, zog er nach erfolgreicher Wahl als Nachfolger des Demokraten John P. Stockton in den US-Senat ein. Zuvor hatte die Staatslegislative von New Jersey dessen Sitz aufgrund parteipolitischer Streitigkeiten für vakant erklären lassen. Cattells Amtszeit endete am 3. März 1871; zur Wiederwahl trat er nicht an. Im Senat war er unter anderem Vorsitzender des Committee on the Library. US-Präsident Ulysses S. Grant berief Cattell danach als Mitglied in die erste Kommission für den öffentlichen Dienst, in der er zwei Jahre verbrachte. Er trat zurück, nachdem er zum Finanzbevollmächtigten der Vereinigten Staaten  mit Sitz in London ernannt worden war. Dieses Amt übte er zwischen 1873 und 1874 aus. Cattell war außerdem von 1884 bis 1891 Mitglied des New Jersey Board of Tax Assessors, wobei er diesem Zusammenschluss der Steuereinschätzer des Staates ab 1889 als Präsident vorstand. 1891 wurde er dann für eine dreijährige Amtsperiode in den staatlichen Bildungsausschuss berufen.",2017-07-28 00:29:43
Shafat-Tal,https://de.wikipedia.org/wiki/Shafat-Tal,"Das Shafat-Tal  ist ein Hochgebirgstal in der Region Ladakh des indischen Bundesstaates Jammu und Kaschmir. Als linkes Seitental des Suru-Tales erschließt es das Nun-Kun-Massiv. Es wird dominiert vom Shafat-Glacier, dessen Nährgebiet 5400 m hoch, zwischen Z1 und Nun liegt. An dessen Gletschertor in 3980 m Höhe entspringt der Shafat Nala, der in den Suru mündet. Von links vereinigt sich der Pinnacle Glacier auf einer Höhe von 3400 m mit dem Shafat-Glacier. Die erste dokumentierte Erkundung des Tales und seiner Umgebung erfolgte im Jahre 1906 durch die Bullock Workman Expedition. Fanny Bullock beschreibt das Shafat-Tal als ""Treppe in den Himmel"". Das Shafat-Tal gehört zu den Revieren eines Himalaya-Bären  sowie eines Schneeleoparden . Der Bär wurde bei der Österreichischen Ladakh Himalaya Expedition '79 von Wolfgang Ott fotografiert, nachdem er nahe der Gletscherzunge ein Lebensmitteldepot verwüstet hatte. Bei Kun-Expeditionen in den Jahren 2009 und 2013 umkreiste nächtens ein Schneeleopard  das Hochlager 1 am Fuße der White Needle in 5400 m Höhe. Am darauffolgenden Morgen konnte nur mehr die frische Fährte im Schnee fotografiert werden. Anreiz für die Raubtiere sind Schaf- und Ziegenherden, die an den Matten am Talausgang geweidet werden. Eine weitere botanische Besonderheit ist eine Edelweiß-Wiese. Auf einer hektargroßen Fläche wächst fast ausschließlich das Himalaya-Edelweiß . Millionen Exemplare, Blüte an Blüte.",2017-07-28 00:30:27
Hans Kienle,https://de.wikipedia.org/wiki/Hans_Kienle,"Hans Kienle, mit vollem Namen Johann Georg Kienle , war deutscher Astronom und Astrophysiker. Kienle studierte in München und promovierte im Jahre 1918. 1920 wurde er Privatdozent an der Universität München. 1921 wurde er Observator an der Sternwarte in München. 1924 wurde Kienle Professor für Astrophysik und Astronomie an der Universität Göttingen und zugleich 1925 Direktor der Sternwarte Göttingen. 1930 berief man ihn zum Präsidenten der Heidelberger Akademie der Wissenschaften. Im selben Jahr wurde er zum auswärtigen Mitglied der Göttinger Akademie der Wissenschaften gewählt. Im November 1933 gehörte er zu den Unterzeichnern des Bekenntnisses der Professoren an den deutschen Universitäten und Hochschulen zu Adolf Hitler und dem nationalsozialistischen Staat. 1939 wurde er Direktor des Astrophysikalischen Observatoriums in Potsdam und Professor für Astrophysik und Astronomie an der Universität Berlin. Dort begann er mit den Vorarbeiten einem großen Schmidt-Teleskop nach konstruktiven Vorarbeiten von Karl Schwarzschild, das jedoch erst 19. Oktober 1960 als 2-m-Schmidt-Spiegelteleskop – das größte seiner Art in der Welt gebaut wurde. Das Teleskop steht in der heutigen Thüringer Landessternwarte  Karl-Schwarzschild-Observatorium und ist heute noch in vollem Einsatz. Im Jahr 1943 wurde Kienle zum Mitglied der Leopoldina gewählt. 1950 wurde Kienle Professor für Astrophysik und Astronomie an der Universität Heidelberg und Direktor der Landessternwarte Heidelberg-Königstuhl. Ab 1. November 1965 hielt er eine Professur an der Ege Üniversitesi im türkischen Izmir. Der Asteroid  Kienle ist nach ihm benannt.",2017-07-28 00:31:04
Josef Ignaz Julius Maria Schmutzer,https://de.wikipedia.org/wiki/Josef_Ignaz_Julius_Maria_Schmutzer,"Josef Ignaz Julius Maria Schmutzer  war ein niederländischer Mineraloge, Geologe, Zuckerindustrieller, Kunstsammler und Politiker. Er wurde in Wien geboren, wo seine Eltern auf Urlaub waren. Sein Vater war naturalisierter Niederländer und Besitzer einer Zuckerfabrik auf Java . Er studierte nach dem Besuch der höheren Bürgerschule in Surabaya ab 1898 in Delft und 1902/03 an der École Nationale Supérieure des Mines de Paris und erhielt 1904 sein Diplom als Bergbauingenieur in Delft. Er war Assistent von Arthur Wichmann in Utrecht und wurde 1910 in Delft cum laude promoviert . 1911/12 war er Privatdozent für Mineralogie in Utrecht, bereiste 1912 Indien und übernahm dann mit seinem Bruder die väterliche Zuckerfabrik in Java, wobei er für die damalige Zeit ungewöhnlich viel soziales Engagement für die einheimische Landbevölkerung zeigte. Er war engagierter Katholik und sammelte Kunst aus Java, wobei er auch zeitgenössische Künstler förderte, insbesondere beim Aufgreifen christlicher europäischer Motive. 1924 finanzierte er mit seinem Bruder den Bau der Heilige Hart Kerk  in Ganjuran. 1918 bis 1929 war im Volksraad von Niederländisch-Indien als Mitglied der Indischen Katholischen Partei, die er mit gründete. Ab 1930 war er Professor für Mineralogie an der Universität Utrecht. Wegen seiner politischen Haltung war er ab 1940 von den deutschen Besatzern inhaftiert und unter anderem in Buchenwald und Sachsenhausen, bevor er wieder in die Niederlande überstellt wurde, wo ihm die Flucht gelang. Von Februar bis Juni 1945 war er im letzten Kriegskabinett Minister für überseeische Gebiete. 1945 nahm er seine Professur wieder auf, starb aber bald darauf. Außer über Petrographie und Mineralogie veröffentlichte er über indonesische religiöse Kunst und über Sozialpolitik. Er war Offizier des Ordens von Oranje-Nassau und des Niederländischen Löwen . Seine Kunstsammlung befindet sich heute im Missionsmuseum Steyl.",2017-07-28 00:31:45
Rex Grossman,https://de.wikipedia.org/wiki/Rex_Grossman,"Rex Daniel Grossman III  ist ein US-amerikanischer American-Football-Spieler auf der Position des Quarterbacks. Aktuell ist er ein Free Agent. Er spielte bisher für die Chicago Bears, Houston Texans und Washington Redskins in der National Football League . Grossman ging auf die Bloomington High School South und besuchte die University of Florida. Er wurde 2003 von den Chicago Bears gedraftet, musste aber während seiner ersten drei Saisons meistens wegen einer Verletzung zuschauen. 2006 spielte zum ersten Mal eine Saison komplett durch und wurde mit den Einzug in den Super Bowl belohnt, den die Bears gegen die Indianapolis Colts mit 17:29 verloren. In der Saison 2007 verletzte sich Rex Grossman im Spiel gegen die Minnesota Vikings und fehlte so die restliche Saison. 2008 verlängerte er seinen Vertrag mit den Bears um ein weiteres Jahr. 2009 wurde er von den Bears entlassen und unterschrieb einen Einjahres-Vertrag mit den Houston Texans. Ab der Saison 2010 spielte er vier Jahre für die Washington Redskins.",2017-07-28 00:32:00
